date,title,category,content
20200417,"Special: Minister Chen talks Taiwan’s WHO exclusion, National Health Insurance",Politics,"<em>Minister of Health and Welfare Chen Shih-chung discusses how Taiwan Can Help achieve the World Health Organization&rsquo;s vision of Health For All</em><em>.</em><br />
↵<br />
↵<strong>Taiwan Today (TT): </strong>Taiwan&rsquo;s National Health Insurance (NHI) system has been operating since March 1995. What makes the program stand out as a successful example of universal health coverage?<br />
↵&nbsp;<br />
↵<strong>Chen Shih-chung: </strong>NHI coverage spans both Western and traditional Chinese medicine as well as dental, childbirth and rehab care. These are all available under the NHI with premiums scaling according to how much someone earns, which ensures fairness.<br />
↵&nbsp;<br />
↵The system is continuously expanding to cover new medications and treatments based on evaluations of effectiveness and affordability. For example, a new drug for treating hepatitis C was introduced in January 2017, and immune checkpoint inhibitors have been used in cancer immunotherapy since April 2019.<br />
↵&nbsp;<br />
↵This is all possible while covering more than 99 percent of people living in Taiwan. In a survey conducted by the Ministry of Health and Welfare (MOHW) last year, 89.7 percent of respondents expressed satisfaction with the NHI, the highest approval rate in the system&rsquo;s history. According to the Health Care Index compiled by [online business magazine] CEOWORLD, Taiwan&rsquo;s health care system ranked first among 89 countries and territories.<br />
↵&nbsp;<br />
↵<strong>TT:</strong> The efficiency of the system owes much to projects promoting digital health. Can you cite some examples?<br />
↵&nbsp;<br />
↵<strong>Chen:</strong> I must praise the NHI MediCloud System, via which patients&rsquo; medical records can be shared among staffers at different hospitals and clinics. This helps prevent physicians prescribing the same medications or ordering the same tests for a patient, reducing medical resource wastage.&nbsp;<br />
↵&nbsp;<br />
↵For patients, the My Health Bank tool provides easy access to medical records to assist with health management. People can access medical history from the past three years using mobile devices.<br />
↵&nbsp;<br />
↵<strong>TT: </strong>The World Health Organization (WHO) has designated 2020 as the Year of the Nurse and Midwife. Can you tell us more about the roles these professions play in Taiwan&rsquo;s health care system?<br />
↵&nbsp;<br />
↵<strong>Chen: </strong>These two professions absolutely lie at the heart of health care in Taiwan, as they do in systems around the world. They play key roles in fulfilling the WHO&rsquo;s Health For All mission. Approximately 174,000 nurses and 179 midwives are currently practicing in Taiwan. To level-up skills in these sectors, the MOHW has held tests for licensed nurses since 2006 and provided extra training. Last year the annual exam for nurses was made biannual to encourage more nurses to advance their careers.<br />
↵&nbsp;<br />
↵The MOHW has also invested heavily in nursing in the community with the establishment of home care nursing centers, from which nurses can visit patients in their own homes. By providing guidance and training sessions to interested individuals and organizations, the ministry is expecting 1,000 of these centers to open by 2025.<br />
↵&nbsp;<br />
↵Global networking is also important for the sectors&rsquo; development. An international seminar is scheduled to take place in Taipei City in September bringing together nursing professionals from home and abroad. Co-organized by Taiwan Nurses Association and International Council of Nurses [the largest organization of its kind worldwide], the event is expected to attract about 200 attendees.<br />
↵&nbsp;<br />
↵<strong>TT: </strong>Taiwan is gaining worldwide recognition for its efforts combating coronavirus, performing well to date compared with other developed nations during the COVID-19 pandemic. What has been the secret to this success?<br />
↵&nbsp;<br />
↵<strong>Chen:</strong> We gained valuable insights from Taiwan&#39;s experience controlling the devastating SARS outbreak in 2003, which helped shape our current response to COVID-19.<br />
↵&nbsp;<br />
↵Shortly after the SARS outbreak, Taiwan promulgated the regulations governing the Central Epidemic Command Center in 2004 to give the government power to establish a dedicated workforce to address major public health emergencies. Improvements have since been made in various aspects such as implementing an optimized surveillance system, strengthened border controls and quarantine rules, and enhanced contagious diseases screening.<br />
↵&nbsp;<br />
↵Thanks to the lessons learned and changes made, Taiwan is always vigilant and can respond to an outbreak promptly. As a result, despite being widely predicted to be one of the countries hardest hit by the virus due to our geographical proximity to China, Taiwan has so far reported fewer cases than Japan, South Korea, the U.S. and many European countries. So, I think Taiwan deserves the recognition we have received from the international community.<br />
↵&nbsp;<br />
↵<strong>TT: </strong>What measures has Taiwan taken specifically since the world first learned of COVID-19?<br />
↵&nbsp;<br />
↵<strong>Chen:</strong> As soon as 27 cases of pneumonia with unknown cause were first reported in Wuhan, China on Dec. 31, 2019, Taiwan decided to conduct onboard quarantine on all flights from Wuhan, the epicenter of the outbreak. This was the first key step in successfully containing the disease&rsquo;s spread in Taiwan. We have since taken measures to minimize the risk of imported cases, such as closely tracking and tracing people traveling from high-risk areas, and constantly reviewing and updating our immigration policies as the situation evolves.<br />
↵&nbsp;<br />
↵Slowing community spread is another one of our key strategies. Our public health and civil authorities work with the police in a coordinated effort to manage people under home isolation or quarantine. Such interagency collaboration ensures the effectiveness of these measures and lessens the burden on public health agencies. In addition, we passed the Special Act for Prevention, Relief and Revitalization Measures for Severe Pneumonia with Novel Pathogens [on Feb. 25] which stipulates that those who fail to meet the obligation of mandatory quarantine will be fined, while those who fully comply with the requirements will be entitled to monetary compensation.<br />
↵&nbsp;<br />
↵<strong>TT:</strong> How is technology being utilized in the fight against the disease?<br />
↵&nbsp;<br />
↵<strong>Chen: </strong>We track the cellphone locations of quarantined individuals to ensure they remain at home. We have also combined the databases of the National Health Insurance Administration, National Immigration Agency and Taiwan Centers for Disease Control to leverage big data analysis. For example, when accessing a patient&rsquo;s record with his or her NHI card, health care providers will be alerted if the patient has recently visited a high-risk area or had close contact with confirmed cases of COVID-19. In the absence of his or her NHI card, the patient&#39;s ID number may alternatively be used to access travel and contact histories. This ensures health care providers have full disclosure of relevant exposure information.<br />
↵&nbsp;<br />
↵In addition, to prevent panic buying and ensure public access to surgical masks, ICT professionals spent two days modifying and testing the NHI&rsquo;s databases to create a name-based mask distribution system. The program was introduced on Feb. 6 and allows the public to purchase masks at a standard price with a weekly quota using an NHI card by visiting public health centers, NHI-contracted pharmacies and drugstores. This initiative has proven effective at a time when there is a global shortage of personal protective equipment.<br />
↵&nbsp;<br />
↵<strong>TT: </strong>As cases continue to rise globally, is Taiwan working on medical breakthroughs that could help ease the situation?<br />
↵&nbsp;<br />
↵<strong>Chen:</strong> The National Health Research Institutes (NHRI) launched various projects for combating coronavirus shortly after its discovery at the end of last year. As the only organization in Taiwan qualified to produce blood serum from horses injected with the virus, NHRI is now preparing an equine serum for testing on patients with COVID-19 who are in a critical condition at its National Institute of Infectious Diseases and Vaccinology (NIIDV).<br />
↵&nbsp;<br />
↵Regarding inoculation, NIIDV is focusing on peptide vaccines but is also developing other types. If everything goes as planned, human clinical trials can start shortly. It is also developing a rapid test using SARS antibodies capable of detecting the COVID-19 coronavirus.<br />
↵&nbsp;<br />
↵NHRI&rsquo;s Institute of Biotechnology and Pharmaceutical Research has also conducted trials synthesizing up to one gram of remdesivir, an experimental antiviral with potential to treat COVID-19. This paves the way for mass production in case of a major outbreak. In addition, the institute is using artificial intelligence to select medicines most likely to successfully treat COVID-19, with a focus on drugs that can inhibit SARS and are already on the market.<br />
↵&nbsp;<br />
↵<strong>TT:</strong> Does this pandemic highlight the importance of Taiwan participating in the World Health Assembly (WHA)? What contributions can Taiwan make?<br />
↵&nbsp;<br />
↵<strong>Chen:</strong> The global pandemic response is incomplete without Taiwan. As we&#39;re situated strategically between East and Southeast Asia, our absence in coordinated international health efforts can lead to disastrous consequences.<br />
↵&nbsp;<br />
↵We know from our SARS experience that global cooperation is indispensable in the fight against a contagious disease. Therefore, as a responsible member of the global community, Taiwan has committed to observing the International Health Regulations since the beginning of the COVID-19 outbreak, duly investigating and reporting confirmed cases to the WHO. We have also kept China, Japan, South Korea, Singapore and the EU up to date on the situation in Taiwan, as well as uploading information on viral sequences to the database of the Global Initiative on Sharing All Influenza Data.<br />
↵&nbsp;<br />
↵Admitting Taiwan to the WHA will allow our officials to engage in discussions with public health leaders from around the world and secure access to timely information. It will also be an occasion where Taiwan can share our experiences in areas such as testing, diagnosis, border control and community outbreak prevention. To avoid a repeat of the current pandemic and effectively ensure global health security, the world must take action to improve communication and transparency.<br />
↵&nbsp;""
"
20200417,MOFA voices discontent with WHO remarks on Taiwan,Politics,"The Ministry of Foreign Affairs April 16 expressed strong dissatisfaction over remarks made a day earlier by the World Health Organization&rsquo;s Secretariat justifying its stance on Taiwan&rsquo;s WHO participation.<br /> ↵&nbsp;<br /> ↵The Secretariat&rsquo;s citing of U.N. General Assembly Resolution 2758 and World Health Assembly Resolution 25.1 as justifications for Taiwan&rsquo;s exclusion is erroneous, while its claim of having maintained good and extensive interactions with Taiwan also fails to present the full picture, the MOFA said.<br /> ↵&nbsp;<br /> ↵The two resolutions do not refer to Taiwan as part of China, appropriately address the participation of Taiwan&rsquo;s 23 million people in U.N. specialized agencies or authorize China to represent Taiwan in the U.N. system, it added.<br /> ↵&nbsp;<br /> ↵According to the MOFA, Taiwan is a democratic country widely commended by the global community that enjoys full statehood and maintains an advanced and comprehensive health care system.<br /> ↵&nbsp;<br /> ↵Although the WHO has granted Taiwan limited involvement in recent years thanks to robust support from the global community, the organization&rsquo;s adherence to political considerations continues to hamper full participation, the ministry added.<br /> ↵&nbsp;<br /> ↵Taiwan&rsquo;s bid to play a constructive, pragmatic and professional role in the WHO has gained widespread support, the ministry said, adding that an increasing number of countries have voiced concern that its exclusion from the WHO poses a risk to global health.<br /> ↵&nbsp;<br /> ↵As the leading public health organization in the world, the WHO should maintain a position of neutrality and professionalism, and not become complicit in suppressing the right to health of Taiwan&rsquo;s people, the ministry said.<br /> ↵&nbsp;<br /> ↵The MOFA called on the U.N. organization to acknowledge Taiwan and China are two separate jurisdictions, respond to the global community&rsquo;s calls by inviting Taiwan to attend this year&rsquo;s WHA as an observer, and facilitate the country&rsquo;s full participation in its activities, mechanisms and meetings. (SFC-E)<br /> ↵<br /> ↵Write to Taiwan Today at <a href=""mailto:ttonline@mofa.gov.tw"">ttonline@mofa.gov.tw</a><br /> ↵&nbsp;"""
20200416,MOFA urges WHO to facilitate Taiwan’s full participation,Politics,"The Ministry of Foreign Affairs April 15 called on the World Health Organization to communicate directly with the government, facilitate Taiwan&rsquo;s full participation in its activities, mechanisms and meetings and invite the country to take part in the upcoming World Health Assembly as an observer.<br /> ↵&nbsp;<br /> ↵Contrary to a statement made earlier in the year by Dr. Michael Ryan, executive director of the WHO&rsquo;s Health Emergencies Program, Taiwan has been prevented from obtaining timely and firsthand information regarding the COVID-19 pandemic or sharing its Taiwan Model for fighting the disease with other nations, the MOFA said.<br /> ↵&nbsp;<br /> ↵In addition, the WHO&rsquo;s Regional Office for the Western Pacific has consistently refused to contact Taiwan and has never provided the country with any public health information, while the U.N. body has yet to invite local experts to take part in its laboratory network related to epidemic prevention, it added.<br /> ↵&nbsp;<br /> ↵These facts show that Taiwan&rsquo;s absence from the WHO not only jeopardizes the right to health of its 23 million people but also prevents other countries from benefiting from Taiwan&rsquo;s expertise and experience, the ministry said.<br /> ↵&nbsp;<br /> ↵The MOFA&rsquo;s remarks followed a 13-point statement issued earlier the same day by the WHO in response to an advertisement published April 14 in the New York Times. Sponsored by nearly 27,000 people, the full-page ad highlighted how Taiwan Can Help combat coronavirus and called for its WHO participation.<br /> ↵&nbsp;<br /> ↵According to the MOFA, the WHO has been unable to uphold the principles of professionalism and neutrality in dealings with Taiwan due to pressure from China.<br /> ↵&nbsp;<br /> ↵While Taiwan is willing and able to help realize the WHO&rsquo;s goal of Health For All, the country has not been invited to the WHA since 2017 due to political factors, with 70 percent of its applications to attend technical meetings between 2009 and 2019 rejected without explanation, the ministry said.<br /> ↵&nbsp;<br /> ↵The WHO needs to recognize that Taiwan is not governed by China and that it possesses an independent and comprehensive medical and public health system, the MOFA said, urging the world body to allow for the participation of all relevant stakeholders, including Taiwan. (SFC-E)<br /> ↵&nbsp;"""
20200416,Taiwan donates thermal imaging cameras to 15 allies,Politics,"Taiwan donated infrared thermal imaging cameras to 15 allies in a gesture of solidarity amid the global fight against COVID-19 during a ceremony April 15 at the Ministry of Foreign Affairs in Taipei City.<br /> ↵&nbsp;<br /> ↵As a responsible member of the international community, Taiwan is willing and able to share its experiences and expertise with other countries, said Foreign Minister Jaushieh Joseph Wu, who presided over the ceremony. Despite this, Taiwan has been excluded from the World Health Organization for years due to China&rsquo;s political clout, he added.<br /> ↵&nbsp;<br /> ↵Through decisive and timely actions, Taiwan has managed to contain the spread of the disease despite its close proximity to China, where the coronavirus was first reported in the city of Wuhan late last year, Wu said. The country&rsquo;s achievements have won recognition and praise from leaders and organizations around the world, he added.<br /> ↵&nbsp;<br /> ↵According to Wu, combating the epidemic requires full cooperation from all sides because viruses know no borders. The country is prepared to work together with allies and like-minded partners around the world to fight the pandemic and achieve Health For All, he said.<br /> ↵&nbsp;<br /> ↵Nicaragua&rsquo;s ambassador, William M. Tapia, was among the representatives present to receive the donations. He commended the contributions Taiwan is making to the world, adding that &ldquo;Taiwan can help and Taiwan is helping!&rdquo;<br /> ↵&nbsp;<br /> ↵The same day, Hsu Szu-chien, deputy minister of MOFA, hosted a ceremony donating face masks to the country&rsquo;s four Pacific allies, Palau, Tuvalu, Marshall Islands and Republic of Nauru. Shipments of 20,000 masks, along with forehead thermometers, will be sent to each country. (TYT-E)<br /> ↵&nbsp;<br /> ↵Write to Taiwan Today at <a href=""mailto:ttonline@mofa.gov.tw"">ttonline@mofa.gov.tw</a>"""
20200416,"Videoconference on combating COVID-19 held with Caribbean and Central American allies, partners",Politics,"Taiwan hosted a videoconference with eight allies and like-minded partners in the Caribbean and Central America April 15 to share the country&rsquo;s expertise and experience combating coronavirus, according to the Ministry of Foreign Affairs.<br />
↵&nbsp;<br />
↵Staffers from Taipei City-based National Taiwan University Hospital led by Dr. Yu Chong-jen, vice superintendent at NTUH, co-organized the event alongside the Executive Secretariat of the Council of Ministers of Health of Central America and the Dominican Republic, with assistance provided by the MOFA and Central American Integration System (SICA).<br />
↵&nbsp;<br />
↵The conference focused on areas such as acute and critical care, emergency services response, extra-corporeal membrane oxygenation treatment and isolation ward establishment. A total of 80 senior health officials and medical personnel were in attendance representing the country&rsquo;s allies Belize, Guatemala, Honduras and Nicaragua, as well as like-minded partners Costa Rica, Dominica, El Salvador and Panama.<br />
↵&nbsp;<br />
↵These included SICA Secretary General Vinicio Cerezo; Guatemala&rsquo;s Minister of Foreign Affairs Pedro Brolo and Minister of Health Hugo Monroy; and Nicaragua&rsquo;s Secretary General of the Ministry of Health Carlos Saenz.<br />
↵&nbsp;<br />
↵Cerezo thanked Taiwan for its support helping the region manage the COVID-19 pandemic. NTUH&rsquo;s know-how is especially valuable in this difficult time, he added.<br />
↵&nbsp;<br />
↵The event is the latest in a series of videoconferences held by Taiwan&rsquo;s medical facilities to share their expertise with counterparts in the Caribbean and Central and South America under the backing of the MOFA and Taipei-based International Cooperation and Development Fund (TaiwanICDF), the country&rsquo;s foremost foreign aid organization. Those involved include Cathay General Hospital, MacKay Memorial Hospital and Taipei Veterans General Hospital in the capital; New Taipei City-based Far Eastern Memorial Hospital; and Tainan City-headquartered Chi Mei Medical Center in southern Taiwan.<br />
↵&nbsp;<br />
↵According to the MOFA, efforts by Taiwan&rsquo;s medical institutions to promote international public health collaboration show that Taiwan Can Help realize the World Health Organization&rsquo;s goal of Health For All. (YCH-E)<br />
↵&nbsp;<br />
↵Write to Taiwan Today at <a href=""mailto:ttonline@mofa.gov.tw"">ttonline@mofa.gov.tw</a><br />
↵&nbsp;""
"
20200415,MOFA unveils recipients of 6M surgical masks donation,Politics,"The recipients of 6 million surgical masks pledged by Taiwan five days earlier for use as personal protective equipment by frontline medical personnel combating coronavirus in America, Europe and the Asia-Pacific were unveiled by the Ministry of Foreign Affairs April 14.<br /> ↵&nbsp;<br /> ↵According to the MOFA, 1.05 million masks are to be shipped to allies Belize, Guatemala, Haiti, Honduras, Nicaragua, Paraguay, St. Kitts and Nevis, St. Lucia, and St. Vincent and the Grenadines, as well as other partner countries in the region, while one million pieces will go to the U.S. states hardest hit by the pandemic.<br /> ↵&nbsp;<br /> ↵In addition, 1.3 million masks will be delivered to Austria, Denmark, Estonia, Latvia, Lithuania, Slovakia, Slovenia and Sweden, with 1.6 million sent to New Southbound Policy target countries Australia, India, Indonesia, Malaysia, Myanmar, the Philippines, Singapore and Vietnam.<br /> ↵&nbsp;<br /> ↵The latest pledge follows the April 1 announcement that a total of one million masks would be sent to the Holy See and 14 other allies, two million to the U.S. and seven million to Belgium, Czech Republic, France, Germany, Italy, Luxembourg, the Netherlands, Poland, Spain, Switzerland and the U.K.<br /> ↵&nbsp;<br /> ↵Another 400,000 masks have already been delivered to the U.S. as part of an agreement to send 100,000 per week under an epidemic prevention cooperation framework announced March 18 by MOFA Minister Jaushieh Joseph Wu and American Institute in Taiwan Director Brent Christensen.<br /> ↵&nbsp;<br /> ↵The MOFA said the donations reflect the compassion of the government and people, underscoring a commitment to expanding the country&rsquo;s global participation and showing how Taiwan Can Help realize the World Health Organization&rsquo;s goal of Health For All. (SFC-E)"""
20200414,Premier Su approves disease prevention center plan,Politics,"A plan to build a disease prevention center in Taipei City was approved by Premier Su Tseng-chang April 10, spotlighting the government&rsquo;s commitment to improving the country&rsquo;s capacity to research and combat new diseases.<br /> ↵&nbsp;<br /> ↵Supported by the Ministry of Health and Welfare, the center is set to be built in Nangang District&rsquo;s Kunyang health park zone, with construction slated to start next year at a cost of NT$4 billion (US$130 million).<br /> ↵&nbsp;<br /> ↵The facility will comprise an administrative building and a laboratory complex housing seven biosafety level three containment laboratories, the second-highest protection ranking for work involving infectious diseases.<br /> ↵&nbsp;<br /> ↵According to the MOHW&rsquo;s Centers for Disease Control, Taiwan&rsquo;s National Health Command Center will be also located at the new facility.<br /> ↵&nbsp;<br /> ↵The CDC said the plan, which was initially drafted after the 2003 severe acute respiratory syndrome outbreak, will strengthen Taiwan&rsquo;s capability in the areas of testing, research and development of vaccines and biopharmaceuticals, while integrating the systems for monitoring acute, chronic and emerging infectious diseases.<br /> ↵&nbsp;<br /> ↵Cabinet spokesperson Kolas Yotaka said at a news conference April 12 that the center will centralize&nbsp;the management and allocation of resources like essential medical supplies and equipment for disease prevention. The budget for the center will not come from funds allocated for the country&rsquo;s COVID-19 response, she added.<br /> ↵&nbsp;<br /> ↵Statistics from the CECC reveal 393 confirmed cases of COVID-19 in Taiwan as of April 14, including six deaths. A total of 1,865,692 cases have been identified in 183 other countries and territories. (YCH-E)<br /> ↵&nbsp;<br /> ↵Write to Taiwan Today at <a href=""mailto:ttonline@mofa.gov.tw"">ttonline@mofa.gov.tw</a><br /> ↵&nbsp;"""
20200413,"MOFA thanks EP and German lawmakers for backing Taiwan’s WHO bid
",Politics,"Support from 127 cross-party members of the European and German parliaments for Taiwan&rsquo;s inclusion in the activities, mechanisms and meetings of the World Health Organization is sincerely appreciated by the government and people, the Ministry of Foreign Affairs said April 11.<br /> ↵&nbsp;<br /> ↵A total of 67 members of the European parliament signed a petition April 8 addressed to Josep Borrell, the EU&rsquo;s high representative of the Union for Foreign Affairs and Security Policy, while 60 lawmakers of the German parliament sent a letter April 2 to WHO Director-General Dr. Tedros Adhanom Ghebreyesus.<br /> ↵&nbsp;<br /> ↵In the letters the parliamentarians praised the Taiwan Model of combating coronavirus, stressed the importance of global cooperation and said Taiwan&rsquo;s exclusion from the WHO because of political considerations amounts to discrimination against its people.<br /> ↵&nbsp;<br /> ↵They strongly urged the WHO to invite Taiwan to participate in the upcoming World Health Assembly and help realize the U.N. organization&rsquo;s goals of Health For All and Leave No One Behind.<br /> ↵&nbsp;<br /> ↵According to the MOFA, the lawmakers&rsquo; persuasive arguments stand in sharp contrast to the remarks made by Dr. Tedros during a news conference April 8 in Geneva at which he claimed to have been subject to a coordinated campaign of racially motivated abuse orchestrated by Taiwan for the past three months.<br /> ↵&nbsp;<br /> ↵Dr. Tedros should adopt a professional and neutral position that recognizes the needs of Taiwan&rsquo;s 23 million people, the ministry added.<br /> ↵&nbsp;<br /> ↵The MEPs responsible for organizing the European Parliament letter were Ivan Stefanec from Slovakia of the European People&rsquo;s Party, with co-signees including Andrey Kovatchev from Bulgaria, also of the EPP, and Juan Fernando Lopez Aguilar from Spain of the Group of Progressive Alliance of Socialists and Democrats.<br /> ↵&nbsp;<br /> ↵The letter from the German parliament was initiated by Anita Schafer, chairperson of the German-Chinese Association-Friends of Taiwan, and jointly signed by Klaus-Peter Willsch, chairman of the&nbsp;German-Taiwan Parliamentary Friendship Group, among others. (SFC-E)"""
20200410,"MOFA Minister Wu details Taiwan Model for disease prevention with Hudson Institute
",Politics,"The Taiwan Model for combating coronavirus is built on a whole-of-government approach and transparent information sharing, Foreign Minister Jaushieh Joseph Wu said during a <a href=""https://www.youtube.com/watch?v=Nmltx_Q5sjs&amp;feature=youtu.be"">special video address</a> arranged by U.S.-based think tank Hudson Institute April 9.<br /> ↵&nbsp;<br /> ↵Swift and early action has played a vital role in the country&rsquo;s success fighting the COVID-19 pandemic, Wu said. Measures include setting up the Central Epidemic Command Center, implementing onboard screening for passengers, strengthening border controls and quarantine procedures, using advanced tracking technology, increasing production of medical supplies, imposing rationing of surgical masks and announcing economic relief acts after the disease was first reported in the Chinese city of Wuhan late last year, he added.<br /> ↵&nbsp;<br /> ↵Taiwan&rsquo;s experience managing the 2003 severe acute respiratory syndrome outbreak and its National Health Insurance system covering 99 percent of the population also helped ensure the country was adequately prepared for the pandemic, the minister said.<br /> ↵&nbsp;<br /> ↵Wu emphasized the government&rsquo;s disease-fighting efforts hinged on keeping the public fully abreast of developments at home and abroad, with health officials offering daily press briefings and updates through social media channels. This is proof that transparency and honesty lie at the heart of the difference between how Taiwan and China have faced the challenge, he added.<br /> ↵&nbsp;<br /> ↵According to the minister, Taiwan acts as a counterweight to China&rsquo;s coordinated campaign of misinformation about the coronavirus, proving that free and open democracies have a better path forward than authoritarian regimes.<br /> ↵&nbsp;<br /> ↵Taiwan is willing and able to work with its allies and like-minded partners around the world, Wu said, citing examples such as a Taiwan-U.S. agreement on cooperation against the coronavirus inked last month, plans for a workshop discussing best practices under the Taiwan-U.S. Global Cooperation and Training Framework, partnerships with research institutes in Europe and the donation of masks to hard-hit countries announced yesterday.<br /> ↵&nbsp;<br /> ↵Pandemics know no borders and the country should not be shut out of the activities, mechanisms and meetings of the World Health Organization, the minister said, adding that Taiwan Can Help ensure a seamless global disease prevention network while realizing Health For All. (YCH-E)<br /> ↵&nbsp;<br /> ↵Write to Taiwan Today at <a href=""mailto:ttonline@mofa.gov.tw"">ttonline@mofa.gov.tw</a><br /> ↵&nbsp;"""
20200410,"Taiwan donates further 6M surgical masks to help combat coronavirus
",Politics,"Taiwan&rsquo;s government has pledged to donate a further six million surgical masks for use as personal protective equipment by frontline medical personnel combating coronavirus in America, Europe and the Asia-Pacific, the Ministry of Foreign Affairs said April 9.<br />
↵&nbsp;<br />
↵According to the MOFA, one million masks will be delivered to the U.S. states most hard hit by the pandemic, with the rest going to EU members in Central, Eastern and Northern Europe, countries in the Caribbean and Latin America, as well as partner nations under the government&rsquo;s New Southbound Policy.<br />
↵&nbsp;<br />
↵The NSP covers the 10 Association of Southeast Asian Nations member states, six South Asian countries, Australia and New Zealand.<br />
↵&nbsp;<br />
↵The donations are the second wave pledged by Taiwan following the announcement April 1 that a total of one million masks would be sent to the Holy See and 14 other allies, two million to the U.S. and seven million to Belgium, Czech Republic, France, Germany, Italy, Luxembourg, the Netherlands, Poland, Spain, Switzerland and the U.K.<br />
↵&nbsp;<br />
↵The European shipment arrived April 9 in two cargo planes touching down in Luxembourg and Frankfurt, respectively.<br />
↵&nbsp;<br />
↵The MOFA said another 400,000 masks have already been delivered to the U.S. as part of an agreement to send 100,000 per week under an epidemic prevention cooperation framework announced March 18 by Foreign Minister Jaushieh Joseph Wu and American Institute in Taiwan Director Brent Christensen.<br />
↵&nbsp;<br />
↵The country&rsquo;s donations have earned international recognition, with U.S. Secretary of State Mike Pompeo saying in a tweet April 8 that the openness and generosity of Taiwan are a model for the world.<br />
↵&nbsp;<br />
↵Diseases know no national borders, and the battle against COVID-19 cannot be fought by individual countries alone, the MOFA said, adding Taiwan can play an indispensable role in overcoming coronavirus.<br />
↵&nbsp;<br />
↵The commitment and compassion of the government and people show how Taiwan Can Help deliver the World Health Organization&rsquo;s goal of Health For All, the ministry said. (SFC-E)""
"
20200423,March export orders up 4.3 percent YOY in Taiwan,Economics,"Taiwan’s export orders grew 4.3 percent year on year to US$40.26 billion in March, the highest increase since October 2018, according to the Ministry of Economic Affairs April 20.   Among the country’s main export sectors, orders for electronics surged 23.8 percent to US$12.45 billion thanks to robust demand for semiconductor manufacturing and testing services.   Orders for information and communication technology products also fared well, up 6.9 percent to US$11.54 billion. The MOEA attributed the strong showing to the effect of Chinese manufacturing firms resuming production and a boom in telecommuting during the COVID-19 pandemic.   Demand for Taiwan’s other major export items dipped, however, as economies around the world struggle to reopen, with orders for basic metals, machinery, optoelectronic products and petrochemicals as well as plastic and rubber products declining between 1.1 and 19.8 percent during the period.   Taiwan’s top source of orders remained the U.S. at US$11.75 billion, up 9.1 percent year on year. This was followed by China and Hong Kong, up 7.5 percent to US$10.64 billion; Europe, up 5.1 percent to US$7.68 billion; and Association of Southeast Asian Nations member states, down 0.6 percent to US$3.71 billion.  The MOEA said it remains cautiously optimistic about the export outlook for electronics and ICT products given continuing global demand for high-performance computing and smart devices."
20200413,"WTO report ranks Taiwan 17th for global merchandise imports, exports",Economics,"Taiwan advanced one spot to become the world’s 17th largest merchandise exporter in 2019 while maintaining its 17th ranking in imports, according to statistics released April 8 by the World Trade Organization.   The latest WTO report reveals Taiwan merchandise exports of US$331 billion last year, accounting for 1.8 percent of the global total. China, the U.S. and Germany were the top three exporters, in that order.   Taiwan’s merchandise imports were flat at US$287 billion and accounted for 1.5 percent of the global total, with the U.S., China and Germany again topping the chart, in that order.   For commercial services, Taiwan’s exports grew 3 percent to US$51 billion but dropped two spots globally to 29th, while imports stayed level at US$56 billion, down one place to 27th.   The WTO projected nearly all countries and territories will suffer double-digit declines in trade volumes this year due to the COVID-19 pandemic, but a 2021 recovery is expected dependent on the duration of the outbreak and the effectiveness of policy responses.   The Ministry of Finance said earlier in its own trade report that although Taiwan’s exports are estimated to dip owing to shrinking global production and consumption, the government is bullish on the country’s economy thanks to its developing 5G and artificial intelligence industries as well as increasing homebound investment by businesses looking to repatriate overseas operations. (YCH-E)   Write to Taiwan Today at ttonline@mofa.gov.tw"
20200407,MOEA report highlights challenges faced by food service industry amid COVID-19,Economics,"Taiwan’s food service industry saw a revenue increase of only 0.5 percent in January and February according to figures released by the Ministry of Economic Affairs April 6, underscoring challenges faced by restaurants and beverage shops amid the ongoing coronavirus pandemic.   The figures reflect the lowest growth rate in nearly 17 years, the ministry said, attributing the drop to the public’s avoidance of mass gatherings, including eating out at restaurants.   Though the MOEA expects the trend to continue as the country seeks to contain the spread of the virus, it suggested that offering food delivery services can help mitigate the impact. Based on January and February figures, the ministry predicted that restaurants providing delivery would see an annual growth in revenue of 5.2 percent, while those not offering delivery would see a decline of 8 percent.   Meanwhile, supermarkets and hypermarkets saw upticks of 15.1 percent and 10.8 percent respectively during the same period, highlighting changes in consumer behavior since the coronavirus was first reported in the Chinese city of Wuhan late last year, the MOEA said."
